attempts,completions,passing_yards,passing_tds,interceptions,carries,rushing_yards,rushing_tds,targets,receptions,receiving_yards,receiving_tds,fpts_standard,fpts_half_ppr,fpts_ppr,fpts_te_premium,player_id,player_name,position,team,age,age_multiplier,scenario,season_proj,model,projection_confidence,games_recent,returning_from_injury
,,0.0,0.0,0.0,0.0,0.0,0.0,4.0,3.0,27.0,0.3,4.5,6.0,7.5,9.0,00-0025418,Greg Olsen,TE,SEA,41,0.71,bull,2026,weighted_v1,Medium,11,False
,,0.0,0.0,0.0,0.0,0.0,0.0,9.0,6.0,68.0,0.4,9.2,12.2,15.2,15.2,00-0026035,Danny Amendola,WR,HOU,41,0.55,bear,2026,weighted_v1,Medium,8,False
,,0.0,0.0,0.0,0.0,0.0,0.0,7.0,5.0,48.0,0.4,7.2,9.7,12.2,12.2,00-0026035,Danny Amendola,WR,HOU,41,0.55,base,2026,weighted_v1,Medium,8,False
,,0.0,0.0,0.0,0.0,0.0,0.0,5.0,4.0,37.0,0.4,6.1,8.1,10.1,10.1,00-0026035,Danny Amendola,WR,HOU,41,0.55,bull,2026,weighted_v1,Medium,8,False
343.0,229.0,2348.0,11.4,8.5,38.0,93.0,1.4,0.0,0.0,0.0,0.0,140.2,140.2,140.2,140.2,00-0026143,Matt Ryan,QB,IND,41,0.59,bear,2026,weighted_v1,Medium,12,False
343.0,229.0,2348.0,11.4,8.5,38.0,93.0,1.4,0.0,0.0,0.0,0.0,140.2,140.2,140.2,140.2,00-0026143,Matt Ryan,QB,IND,41,0.59,base,2026,weighted_v1,Medium,12,False
343.0,229.0,2348.0,11.4,8.5,38.0,93.0,1.4,0.0,0.0,0.0,0.0,140.2,140.2,140.2,140.2,00-0026143,Matt Ryan,QB,IND,41,0.59,bull,2026,weighted_v1,Medium,12,False
321.0,198.0,2106.0,13.9,8.5,25.0,44.0,0.7,0.0,0.0,0.0,0.0,131.4,131.4,131.4,131.4,00-0026158,Joe Flacco,QB,CIN,42,0.59,bear,2026,weighted_v1,Medium,13,False
345.0,212.0,2264.0,15.0,9.1,25.0,44.0,0.7,0.0,0.0,0.0,0.0,141.0,141.0,141.0,141.0,00-0026158,Joe Flacco,QB,CIN,42,0.59,base,2026,weighted_v1,Medium,13,False
410.0,252.0,2685.0,17.8,10.8,25.0,44.0,0.7,0.0,0.0,0.0,0.0,165.6,165.6,165.6,165.6,00-0026158,Joe Flacco,QB,CIN,42,0.59,bull,2026,weighted_v1,Medium,13,False
,,0.0,0.0,0.0,0.0,0.0,0.0,8.0,4.0,78.0,0.2,9.0,11.0,13.0,13.0,00-0026189,DeSean Jackson,WR,BAL,40,0.55,bear,2026,weighted_v1,Low,7,False
,,0.0,0.0,0.0,0.0,0.0,0.0,6.0,3.0,57.0,0.2,6.9,8.4,9.9,9.9,00-0026189,DeSean Jackson,WR,BAL,40,0.55,base,2026,weighted_v1,Low,7,False
,,0.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,43.0,0.2,5.5,6.5,7.5,7.5,00-0026189,DeSean Jackson,WR,BAL,40,0.55,bull,2026,weighted_v1,Low,7,False
353.0,230.0,2707.0,19.4,5.6,29.0,23.0,0.1,0.0,0.0,0.0,0.0,177.6,177.6,177.6,177.6,00-0026498,Matthew Stafford,QB,LA,39,0.67,bear,2026,weighted_v1,High,17,False
376.0,245.0,2882.0,20.7,6.0,29.0,23.0,0.1,0.0,0.0,0.0,0.0,189.0,189.0,189.0,189.0,00-0026498,Matthew Stafford,QB,LA,39,0.67,base,2026,weighted_v1,High,17,False
433.0,282.0,3319.0,23.8,6.9,29.0,23.0,0.1,0.0,0.0,0.0,0.0,217.1,217.1,217.1,217.1,00-0026498,Matthew Stafford,QB,LA,39,0.67,bull,2026,weighted_v1,High,17,False
,,0.0,0.0,0.0,0.0,0.0,0.0,4.0,3.0,27.0,0.2,3.9,5.4,6.9,8.4,00-0027061,Jared Cook,TE,LAC,39,0.71,bear,2026,weighted_v1,High,16,False
,,0.0,0.0,0.0,0.0,0.0,0.0,3.0,2.0,19.0,0.2,3.1,4.1,5.1,6.1,00-0027061,Jared Cook,TE,LAC,39,0.71,base,2026,weighted_v1,High,16,False
,,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,15.0,0.2,2.7,3.2,3.7,4.2,00-0027061,Jared Cook,TE,LAC,39,0.71,bull,2026,weighted_v1,High,16,False
,,0.0,0.0,0.0,0.0,0.0,0.0,10.0,6.0,88.0,0.2,10.0,13.0,16.0,16.0,00-0027150,Julian Edelman,WR,NE,40,0.55,bear,2026,weighted_v1,Low,6,False
,,0.0,0.0,0.0,0.0,0.0,0.0,10.0,6.0,83.0,0.2,9.5,12.5,15.5,15.5,00-0027150,Julian Edelman,WR,NE,40,0.55,base,2026,weighted_v1,Low,6,False
,,0.0,0.0,0.0,0.0,0.0,0.0,7.0,4.0,59.0,0.2,7.1,9.1,11.1,11.1,00-0027150,Julian Edelman,WR,NE,40,0.55,bull,2026,weighted_v1,Low,6,False
,,0.0,0.0,0.0,0.0,0.0,0.0,8.0,6.0,73.0,0.5,10.3,13.3,16.3,19.3,00-0027656,Rob Gronkowski,TE,TB,37,0.71,bear,2026,weighted_v1,Medium,12,False
,,0.0,0.0,0.0,0.0,0.0,0.0,6.0,4.0,56.0,0.5,8.6,10.6,12.6,14.6,00-0027656,Rob Gronkowski,TE,TB,37,0.71,base,2026,weighted_v1,Medium,12,False
,,0.0,0.0,0.0,0.0,0.0,0.0,5.0,4.0,46.0,0.5,7.6,9.6,11.6,13.6,00-0027656,Rob Gronkowski,TE,TB,37,0.71,bull,2026,weighted_v1,Medium,12,False
,,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,24.0,0.1,3.0,3.5,4.0,4.0,00-0027685,Emmanuel Sanders,WR,BUF,39,0.55,bear,2026,weighted_v1,High,14,False
,,0.0,0.0,0.0,0.0,0.0,0.0,2.0,1.0,17.0,0.1,2.3,2.8,3.3,3.3,00-0027685,Emmanuel Sanders,WR,BUF,39,0.55,base,2026,weighted_v1,High,14,False
,,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,15.0,0.1,2.1,2.6,3.1,3.1,00-0027685,Emmanuel Sanders,WR,BUF,39,0.55,bull,2026,weighted_v1,High,14,False
,,0.0,0.0,0.0,0.0,0.0,0.0,6.0,5.0,37.0,0.5,6.7,9.2,11.7,14.2,00-0027696,Jimmy Graham,TE,NO,40,0.71,bear,2026,weighted_v1,Low,6,False
,,0.0,0.0,0.0,0.0,0.0,0.0,4.0,3.0,27.0,0.5,5.7,7.2,8.7,10.2,00-0027696,Jimmy Graham,TE,NO,40,0.71,base,2026,weighted_v1,Low,6,False
,,0.0,0.0,0.0,0.0,0.0,0.0,4.0,3.0,22.0,0.5,5.2,6.7,8.2,9.7,00-0027696,Jimmy Graham,TE,NO,40,0.71,bull,2026,weighted_v1,Low,6,False
,,0.0,0.0,0.0,0.0,0.0,0.0,9.0,7.0,78.0,0.5,10.8,14.3,17.8,17.8,00-0027793,Antonio Brown,WR,TB,38,0.55,bear,2026,weighted_v1,Low,7,False
,,0.0,0.0,0.0,0.0,0.0,0.0,7.0,5.0,59.0,0.5,8.9,11.4,13.9,13.9,00-0027793,Antonio Brown,WR,TB,38,0.55,base,2026,weighted_v1,Low,7,False
,,0.0,0.0,0.0,0.0,0.0,0.0,6.0,4.0,48.0,0.5,7.8,9.8,11.8,11.8,00-0027793,Antonio Brown,WR,TB,38,0.55,bull,2026,weighted_v1,Low,7,False
,,0.0,0.0,0.0,0.0,0.0,0.0,9.0,6.0,69.0,0.3,8.7,11.7,14.7,14.7,00-0027891,Golden Tate,WR,NYG,38,0.55,bear,2026,weighted_v1,Medium,12,False
,,0.0,0.0,0.0,0.0,0.0,0.0,7.0,5.0,54.0,0.3,7.2,9.7,12.2,12.2,00-0027891,Golden Tate,WR,NYG,38,0.55,base,2026,weighted_v1,Medium,12,False
,,0.0,0.0,0.0,0.0,0.0,0.0,5.0,4.0,37.0,0.3,5.5,7.5,9.5,9.5,00-0027891,Golden Tate,WR,NYG,38,0.55,bull,2026,weighted_v1,Medium,12,False
299.0,174.0,1792.0,8.6,10.7,124.0,587.0,12.5,0.0,0.0,0.0,0.0,218.4,218.4,218.4,218.4,00-0027939,Cam Newton,QB,CAR,37,0.82,bear,2026,weighted_v1,Low,7,False
299.0,174.0,1792.0,8.6,10.7,124.0,587.0,12.5,0.0,0.0,0.0,0.0,218.4,218.4,218.4,218.4,00-0027939,Cam Newton,QB,CAR,37,0.82,base,2026,weighted_v1,Low,7,False
299.0,174.0,1792.0,8.6,10.7,124.0,587.0,12.5,0.0,0.0,0.0,0.0,218.4,218.4,218.4,218.4,00-0027939,Cam Newton,QB,CAR,37,0.82,bull,2026,weighted_v1,Low,7,False
,,0.0,0.0,0.0,0.0,0.0,0.0,9.0,5.0,62.0,0.3,8.0,10.5,13.0,13.0,00-0027942,A.J. Green,WR,ARI,38,0.55,bear,2026,weighted_v1,Medium,13,False
,,0.0,0.0,0.0,0.0,0.0,0.0,6.0,4.0,44.0,0.3,6.2,8.2,10.2,10.2,00-0027942,A.J. Green,WR,ARI,38,0.55,base,2026,weighted_v1,Medium,13,False
,,0.0,0.0,0.0,0.0,0.0,0.0,5.0,3.0,34.0,0.3,5.2,6.7,8.2,8.2,00-0027942,A.J. Green,WR,ARI,38,0.55,bull,2026,weighted_v1,Medium,13,False
,,0.0,0.0,0.0,0.0,0.0,0.0,7.0,4.0,47.0,0.4,7.1,9.1,11.1,11.1,00-0027944,Julio Jones,WR,PHI,38,0.55,bear,2026,weighted_v1,Medium,8,False
,,0.0,0.0,0.0,0.0,0.0,0.0,5.0,3.0,34.0,0.4,5.8,7.3,8.8,8.8,00-0027944,Julio Jones,WR,PHI,38,0.55,base,2026,weighted_v1,Medium,8,False
,,0.0,0.0,0.0,0.0,0.0,0.0,4.0,3.0,29.0,0.4,5.3,6.8,8.3,8.3,00-0027944,Julio Jones,WR,PHI,38,0.55,bull,2026,weighted_v1,Medium,8,False
,,0.0,0.0,0.0,55.0,202.0,0.9,15.0,13.0,28.0,0.1,29.0,35.5,42.0,42.0,00-0027966,Mark Ingram,RB,NO,37,0.44,bear,2026,weighted_v1,Medium,10,False
,,0.0,0.0,0.0,55.0,202.0,0.9,11.0,9.0,20.0,0.1,28.2,32.7,37.2,37.2,00-0027966,Mark Ingram,RB,NO,37,0.44,base,2026,weighted_v1,Medium,10,False
,,0.0,0.0,0.0,55.0,202.0,0.9,9.0,8.0,17.0,0.1,27.9,31.9,35.9,35.9,00-0027966,Mark Ingram,RB,NO,37,0.44,bull,2026,weighted_v1,Medium,10,False
,,0.0,0.0,0.0,0.0,0.0,0.0,8.0,4.0,49.0,0.4,7.3,9.3,11.3,11.3,00-0028002,Randall Cobb,WR,NYJ,36,0.55,bear,2026,weighted_v1,Medium,9,False
,,0.0,0.0,0.0,0.0,0.0,0.0,5.0,3.0,33.0,0.4,5.7,7.2,8.7,8.7,00-0028002,Randall Cobb,WR,NYJ,36,0.55,base,2026,weighted_v1,Medium,9,False
,,0.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,27.0,0.4,5.1,6.1,7.1,7.1,00-0028002,Randall Cobb,WR,NYJ,36,0.55,bull,2026,weighted_v1,Medium,9,False
,,0.0,0.0,0.0,0.0,0.0,0.0,6.0,5.0,35.0,0.1,4.1,6.6,9.1,11.6,00-0028042,Luke Stocker,TE,MIN,38,0.71,bear,2026,weighted_v1,Low,6,False
,,0.0,0.0,0.0,0.0,0.0,0.0,5.0,4.0,26.0,0.1,3.2,5.2,7.2,9.2,00-0028042,Luke Stocker,TE,MIN,38,0.71,base,2026,weighted_v1,Low,6,False
,,0.0,0.0,0.0,0.0,0.0,0.0,4.0,3.0,19.0,0.1,2.5,4.0,5.5,7.0,00-0028042,Luke Stocker,TE,MIN,38,0.71,bull,2026,weighted_v1,Low,6,False
,,0.0,0.0,0.0,14.0,54.0,0.9,18.0,12.0,34.0,0.2,15.4,21.4,27.4,27.4,00-0028087,Dion Lewis,RB,NYG,36,0.44,bear,2026,weighted_v1,High,16,False
,,0.0,0.0,0.0,14.0,54.0,0.9,14.0,9.0,26.0,0.2,14.6,19.1,23.6,23.6,00-0028087,Dion Lewis,RB,NYG,36,0.44,base,2026,weighted_v1,High,16,False
,,0.0,0.0,0.0,14.0,54.0,0.9,10.0,6.0,18.0,0.2,13.8,16.8,19.8,19.8,00-0028087,Dion Lewis,RB,NYG,36,0.44,bull,2026,weighted_v1,High,16,False
,,0.0,0.0,0.0,0.0,0.0,0.0,6.0,5.0,37.0,0.5,6.7,9.2,11.7,14.2,00-0028097,Lee Smith,TE,ATL,39,0.71,bear,2026,weighted_v1,Medium,10,False
,,0.0,0.0,0.0,0.0,0.0,0.0,5.0,4.0,29.0,0.5,5.9,7.9,9.9,11.9,00-0028097,Lee Smith,TE,ATL,39,0.71,base,2026,weighted_v1,Medium,10,False
,,0.0,0.0,0.0,0.0,0.0,0.0,4.0,3.0,20.0,0.5,5.0,6.5,8.0,9.5,00-0028097,Lee Smith,TE,ATL,39,0.71,bull,2026,weighted_v1,Medium,10,False
250.0,158.0,1499.0,12.9,7.4,60.0,331.0,1.8,0.0,0.0,0.0,0.0,140.7,140.7,140.7,140.7,00-0028118,Tyrod Taylor,QB,NYJ,37,0.82,bear,2026,weighted_v1,Low,6,False
344.0,217.0,2063.0,17.7,10.2,60.0,331.0,1.8,0.0,0.0,0.0,0.0,176.8,176.8,176.8,176.8,00-0028118,Tyrod Taylor,QB,NYJ,37,0.82,base,2026,weighted_v1,Low,6,False
401.0,253.0,2402.0,20.7,11.9,60.0,331.0,1.8,0.0,0.0,0.0,0.0,199.0,199.0,199.0,199.0,00-0028118,Tyrod Taylor,QB,NYJ,37,0.82,bull,2026,weighted_v1,Low,6,False
,,0.0,0.0,0.0,0.0,0.0,0.0,7.0,5.0,44.0,0.4,6.8,9.3,11.8,11.8,00-0028411,Dontrelle Inman,WR,WAS,38,0.55,bear,2026,weighted_v1,Low,7,False
,,0.0,0.0,0.0,0.0,0.0,0.0,6.0,4.0,36.0,0.4,6.0,8.0,10.0,10.0,00-0028411,Dontrelle Inman,WR,WAS,38,0.55,base,2026,weighted_v1,Low,7,False
,,0.0,0.0,0.0,0.0,0.0,0.0,4.0,3.0,27.0,0.4,5.1,6.6,8.1,8.1,00-0028411,Dontrelle Inman,WR,WAS,38,0.55,bull,2026,weighted_v1,Low,7,False
,,0.0,0.0,0.0,0.0,0.0,0.0,7.0,3.0,57.0,0.4,8.1,9.6,11.1,11.1,00-0029137,Alshon Jeffery,WR,PHI,37,0.55,bear,2026,weighted_v1,Low,7,False
,,0.0,0.0,0.0,0.0,0.0,0.0,5.0,2.0,41.0,0.4,6.5,7.5,8.5,8.5,00-0029137,Alshon Jeffery,WR,PHI,37,0.55,base,2026,weighted_v1,Low,7,False
,,0.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,36.0,0.4,6.0,7.0,8.0,8.0,00-0029137,Alshon Jeffery,WR,PHI,37,0.55,bull,2026,weighted_v1,Low,7,False
,,0.0,0.0,0.0,43.0,188.0,0.8,5.0,4.0,12.0,0.5,27.8,29.8,31.8,31.8,00-0029141,Alfred Morris,RB,NYG,38,0.44,bear,2026,weighted_v1,Medium,9,False
,,0.0,0.0,0.0,43.0,188.0,0.8,4.0,3.0,9.0,0.5,27.5,29.0,30.5,30.5,00-0029141,Alfred Morris,RB,NYG,38,0.44,base,2026,weighted_v1,Medium,9,False
,,0.0,0.0,0.0,43.0,188.0,0.8,3.0,2.0,6.0,0.5,27.2,28.2,29.2,29.2,00-0029141,Alfred Morris,RB,NYG,38,0.44,bull,2026,weighted_v1,Medium,9,False
143.0,88.0,1019.0,5.6,2.9,61.0,296.0,1.4,0.0,0.0,0.0,0.0,95.4,95.4,95.4,95.4,00-0029263,Russell Wilson,QB,NYG,38,0.75,bear,2026,weighted_v1,Low,6,False
273.0,168.0,1948.0,10.7,5.6,61.0,296.0,1.4,0.0,0.0,0.0,0.0,147.5,147.5,147.5,147.5,00-0029263,Russell Wilson,QB,NYG,38,0.75,base,2026,weighted_v1,Low,6,False
397.0,244.0,2837.0,15.6,8.1,61.0,296.0,1.4,0.0,0.0,0.0,0.0,197.7,197.7,197.7,197.7,00-0029263,Russell Wilson,QB,NYG,38,0.75,bull,2026,weighted_v1,Low,6,False
273.0,177.0,1918.0,11.6,6.2,26.0,23.0,1.1,0.0,0.0,0.0,0.0,119.6,119.6,119.6,119.6,00-0029604,Kirk Cousins,QB,ATL,38,0.75,bear,2026,weighted_v1,Medium,10,False
373.0,241.0,2616.0,15.9,8.4,26.0,23.0,1.1,0.0,0.0,0.0,0.0,160.3,160.3,160.3,160.3,00-0029604,Kirk Cousins,QB,ATL,38,0.75,base,2026,weighted_v1,Medium,10,False
396.0,256.0,2777.0,16.8,9.0,26.0,23.0,1.1,0.0,0.0,0.0,0.0,169.2,169.2,169.2,169.2,00-0029604,Kirk Cousins,QB,ATL,38,0.75,bull,2026,weighted_v1,Medium,10,False
,,0.0,0.0,0.0,0.0,0.0,0.0,9.0,5.0,64.0,0.2,7.6,10.1,12.6,12.6,00-0029632,Mohamed Sanu,WR,SF,37,0.55,bear,2026,weighted_v1,Medium,8,False
,,0.0,0.0,0.0,0.0,0.0,0.0,7.0,4.0,49.0,0.2,6.1,8.1,10.1,10.1,00-0029632,Mohamed Sanu,WR,SF,37,0.55,base,2026,weighted_v1,Medium,8,False
,,0.0,0.0,0.0,0.0,0.0,0.0,5.0,3.0,36.0,0.2,4.8,6.3,7.8,7.8,00-0029632,Mohamed Sanu,WR,SF,37,0.55,bull,2026,weighted_v1,Medium,8,False
330.0,215.0,2394.0,9.6,8.6,40.0,165.0,3.1,0.0,0.0,0.0,0.0,152.1,152.1,152.1,152.1,00-0029701,Ryan Tannehill,QB,TEN,38,0.75,bear,2026,weighted_v1,Low,9,False
330.0,215.0,2394.0,9.6,8.6,40.0,165.0,3.1,0.0,0.0,0.0,0.0,152.1,152.1,152.1,152.1,00-0029701,Ryan Tannehill,QB,TEN,38,0.75,base,2026,weighted_v1,Low,9,False
330.0,215.0,2394.0,9.6,8.6,40.0,165.0,3.1,0.0,0.0,0.0,0.0,152.1,152.1,152.1,152.1,00-0029701,Ryan Tannehill,QB,TEN,38,0.75,bull,2026,weighted_v1,Low,9,False
,,0.0,0.0,0.0,0.0,0.0,0.0,14.0,9.0,101.0,0.6,13.7,18.2,22.7,22.7,00-0030035,Adam Thielen,WR,PIT,36,0.55,bear,2026,weighted_v1,High,14,False
,,0.0,0.0,0.0,0.0,0.0,0.0,14.0,9.0,103.0,0.9,15.7,20.2,24.7,24.7,00-0030035,Adam Thielen,WR,PIT,36,0.55,base,2026,weighted_v1,High,14,False
,,0.0,0.0,0.0,0.0,0.0,0.0,20.0,13.0,150.0,1.4,23.4,29.9,36.4,36.4,00-0030035,Adam Thielen,WR,PIT,36,0.55,bull,2026,weighted_v1,High,14,False
,,0.0,0.0,0.0,0.0,0.0,0.0,50.0,35.0,329.0,2.4,47.3,64.8,82.3,99.8,00-0030061,Zach Ertz,TE,WAS,36,0.71,bear,2026,weighted_v1,Medium,13,False
,,0.0,0.0,0.0,0.0,0.0,0.0,50.0,34.0,329.0,2.9,50.3,67.3,84.3,101.3,00-0030061,Zach Ertz,TE,WAS,36,0.71,base,2026,weighted_v1,Medium,13,False
,,0.0,0.0,0.0,0.0,0.0,0.0,50.0,35.0,332.0,4.0,57.2,74.7,92.2,109.7,00-0030061,Zach Ertz,TE,WAS,36,0.71,bull,2026,weighted_v1,Medium,13,False
,,0.0,0.0,0.0,0.0,0.0,0.0,8.0,4.0,57.0,0.3,7.5,9.5,11.5,11.5,00-0030068,Marquise Goodwin,WR,CLE,36,0.55,bear,2026,weighted_v1,Medium,10,False
,,0.0,0.0,0.0,0.0,0.0,0.0,5.0,3.0,38.0,0.3,5.6,7.1,8.6,8.6,00-0030068,Marquise Goodwin,WR,CLE,36,0.55,base,2026,weighted_v1,Medium,10,False
,,0.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,31.0,0.3,4.9,5.9,6.9,6.9,00-0030068,Marquise Goodwin,WR,CLE,36,0.55,bull,2026,weighted_v1,Medium,10,False
,,0.0,0.0,0.0,0.0,0.0,0.0,9.0,3.0,36.0,0.4,6.0,7.5,9.0,9.0,00-0030085,Kenny Stills,WR,NO,34,0.63,bear,2026,weighted_v1,Low,7,False
,,0.0,0.0,0.0,0.0,0.0,0.0,7.0,3.0,26.0,0.4,5.0,6.5,8.0,8.0,00-0030085,Kenny Stills,WR,NO,34,0.63,base,2026,weighted_v1,Low,7,False
,,0.0,0.0,0.0,0.0,0.0,0.0,6.0,2.0,22.0,0.4,4.6,5.6,6.6,6.6,00-0030085,Kenny Stills,WR,NO,34,0.63,bull,2026,weighted_v1,Low,7,False
,,0.0,0.0,0.0,0.0,0.0,0.0,6.0,4.0,38.0,0.2,5.0,7.0,9.0,11.0,00-0030108,Ryan Griffin,TE,CHI,37,0.71,bear,2026,weighted_v1,Medium,10,False
,,0.0,0.0,0.0,0.0,0.0,0.0,5.0,3.0,27.0,0.2,3.9,5.4,6.9,8.4,00-0030108,Ryan Griffin,TE,CHI,37,0.71,base,2026,weighted_v1,Medium,10,False
,,0.0,0.0,0.0,0.0,0.0,0.0,4.0,2.0,22.0,0.2,3.4,4.4,5.4,6.4,00-0030108,Ryan Griffin,TE,CHI,37,0.71,bull,2026,weighted_v1,Medium,10,False
,,0.0,0.0,0.0,0.0,0.0,0.0,6.0,3.0,14.0,0.1,2.0,3.5,5.0,6.5,00-0030155,Demetrius Harris,TE,ARI,35,0.71,bear,2026,weighted_v1,Medium,10,False
